2026-03-04 03:29:19,097 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:29:19,098 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:29:19,098 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:29:24,126 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:29:26,182 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:29:26,182 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:29:26,182 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:29:31,204 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:29:33,253 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:29:33,253 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:29:33,253 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:29:38,280 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:29:40,322 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:29:40,322 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:29:40,322 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:29:45,345 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:29:47,380 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:29:47,380 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:29:47,381 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:29:49,485 | INFO     | [distributed_node.py:241] | Nova requisição de Query submetida: INSERT INTO ddb_users (nome, email, idade) VALUES ...
2026-03-04 03:29:49,487 | INFO     | [distributed_node.py:298] | [2PC] Iniciando fase 1 para escrita: TxID 74e59b7a-78ca-497f-8c4b-6614c423db3a
2026-03-04 03:29:51,520 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:29:52,396 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:29:53,559 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:29:54,441 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:29:54,441 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:29:54,441 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:29:55,606 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:29:55,607 | INFO     | [database_engine.py:134] | [2PC PREPARE] Validando transação 74e59b7a-78ca-497f-8c4b-6614c423db3a: INSERT INTO ddb_users (nome, email, idade) VALUES ('João Silva', 'joao@email.com', 25);
2026-03-04 03:29:55,622 | WARNING  | [distributed_node.py:325] | [2PC] Abortando! Apenas 1/4 prontos.
2026-03-04 03:29:59,455 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:30:01,502 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:30:01,502 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:30:01,502 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:30:04,589 | INFO     | [distributed_node.py:241] | Nova requisição de Query submetida: INSERT INTO ddb_users (nome, email, idade) VALUES ...
2026-03-04 03:30:04,590 | INFO     | [distributed_node.py:298] | [2PC] Iniciando fase 1 para escrita: TxID ce15c25c-fbe1-4a65-acfc-0dd72aa73b6b
2026-03-04 03:30:06,515 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:30:06,652 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:30:08,556 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:30:08,556 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:30:08,557 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:30:08,710 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:30:10,752 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:30:10,753 | INFO     | [database_engine.py:134] | [2PC PREPARE] Validando transação ce15c25c-fbe1-4a65-acfc-0dd72aa73b6b: INSERT INTO ddb_users (nome, email, idade) VALUES ('João Silva', 'joao@email.com', 25);
2026-03-04 03:30:10,765 | WARNING  | [distributed_node.py:325] | [2PC] Abortando! Apenas 1/4 prontos.
2026-03-04 03:30:13,566 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
